,Name,Year,Kilometers_Driven,Fuel_Type,Mileage,Engine,Power,Price
4470,Honda Amaze S,2013,46500,Diesel,27.4,1498,98.6,3.3
4471,Audi A6 3.0,2009,52830,Diesel,16.77,2967,241.38,8.08
4472,Maruti Wagon R,2017,39867,Petrol,22.5,998,67.04,4.5
4473,Honda Mobilio E,2014,58972,Diesel,24.2,1498,98.6,6.5
4474,Honda CR-V 2.4,2006,66000,Petrol,10.1,2354,152.0,3.9
4475,Hyundai Verna 1.6,2013,52000,Petrol,17.1,1591,121.3,5.25
4476,Hyundai Santa Fe,2014,58000,Diesel,11.72,2199,194.3,17.0
4477,Hyundai i10 Sportz,2012,58000,Petrol,16.95,1197,78.9,3.5
4478,Ford Fusion Plus,2008,75000,Diesel,17.7,1399,68.0,3.0
4479,Hyundai i10 Sportz,2015,41008,Petrol,20.36,1197,78.9,4.87
4480,Hyundai Xcent 1.1,2014,65000,Diesel,24.4,1120,71.0,6.0
4481,Skoda Superb Style,2015,19000,Diesel,18.19,1968,174.5,15.5
4482,Ford Fiesta 1.4,2008,74000,Petrol,16.6,1388,68.0,1.6
4483,Maruti Baleno Zeta,2017,33000,Petrol,21.4,1197,83.1,7.25
4484,Skoda Laura 1.9,2010,95000,Diesel,17.0,1896,105.0,3.25
4485,Volkswagen Vento 1.5,2012,34000,Diesel,20.64,1498,108.5,3.4
4486,Audi Q7 3.0,2014,102865,Diesel,12.07,2967,241.4,30.5
4487,Hyundai Verna VTVT,2016,52378,Petrol,17.0,1591,121.3,7.97
4488,Mercedes-Benz New C-Class,2012,38000,Diesel,14.84,2143,170.0,13.51
4489,Honda Amaze S,2015,60334,Diesel,25.8,1498,98.6,5.43
4490,Ford Fiesta 1.4,2010,107000,Petrol,16.6,1388,68.0,2.6
4491,Hyundai i20 Magna,2013,445000,Petrol,18.5,1197,82.9,4.45
4492,Maruti Alto 800,2017,2196,Petrol,22.74,796,47.3,2.75
4493,BMW 5 Series,2010,24000,Petrol,10.6,2996,258.0,8.75
4494,Fiat Grande Punto,2015,44846,Petrol,14.6,1368,88.7,5.41
4495,Maruti Dzire AMT,2018,64035,Diesel,28.4,1248,73.75,8.55
4496,Mahindra XUV500 W6,2014,45600,Diesel,15.1,2179,140.0,8.25
4497,Volvo XC90 2007-2015,2014,102001,Diesel,11.1,2400,200.0,23.58
4498,Hyundai i10 Sportz,2014,47439,Petrol,20.36,1197,78.9,4.49
4499,Toyota Fortuner 3.0,2010,193254,Diesel,11.5,2982,171.0,12.99
4500,Tata Nano XTA,2016,29000,Petrol,21.9,624,37.48,2.8
4501,Renault Lodgy 110PS,2016,51681,Diesel,19.98,1461,108.5,8.43
4502,Audi Q7 3.0,2015,50000,Diesel,12.07,2967,241.4,47.5
4503,Honda City i,2016,42666,Petrol,18.0,1497,117.3,8.95
4504,Renault Duster 110PS,2013,65000,Diesel,19.01,1461,108.45,5.5
4505,Honda Amaze S,2014,18776,Petrol,17.8,1198,86.7,4.75
4506,Honda Amaze S,2016,6714,Petrol,18.0,1198,86.7,4.75
4507,BMW 3 Series,2009,40000,Petrol,12.05,1995,154.0,9.5
4508,Maruti Ritz LDi,2011,88539,Diesel,23.2,1248,73.94,3.77
4509,Honda City 1.5,2012,65055,Petrol,17.0,1497,118.0,4.25
4510,BMW 3 Series,2014,23000,Diesel,18.88,1995,184.0,19.9
4511,Volkswagen Jetta 2007-2011,2009,60000,Diesel,15.0,1896,105.0,4.0
4512,Maruti Swift Dzire,2013,59350,Petrol,19.1,1197,85.8,4.16
4513,Jaguar XF 2.2,2015,19000,Diesel,16.36,2179,187.7,38.0
4514,Hyundai Xcent 1.2,2016,45560,Petrol,16.9,1197,82.0,6.34
4515,Toyota Innova 2.5,2009,118000,Diesel,12.8,2494,102.0,4.5
4516,Maruti Eeco 7,2016,55000,Petrol,15.1,1196,73.0,3.75
4517,Audi A4 New,2012,60000,Diesel,15.2,1968,140.8,10.2
4518,Toyota Innova 2.5,2007,145000,Diesel,12.8,2494,102.0,5.0
4519,Maruti Grand Vitara,2008,46810,Petrol,9.8,1995,163.5,3.95
4520,Volkswagen Vento 1.5,2016,62767,Diesel,20.34,1498,103.2,9.75
4521,Hyundai Elite i20,2018,18553,Petrol,18.6,1197,81.86,7.93
4522,Ford Fiesta Classic,2011,143143,Diesel,17.8,1399,67.0,2.1
4523,Mitsubishi Pajero Sport,2015,53497,Diesel,13.5,2477,175.56,16.42
4524,Hyundai Santa Fe,2011,148000,Diesel,14.66,2199,194.3,8.9
4525,Mahindra XUV500 W8,2012,95000,Diesel,15.1,2179,140.0,7.21
4526,Toyota Innova 2.5,2015,100000,Diesel,12.8,2494,102.0,13.5
4527,Mercedes-Benz GLE 350d,2016,29000,Diesel,11.57,2987,254.79,65.0
4528,Mahindra Scorpio 2009-2014,2014,87000,Diesel,12.05,2179,120.0,7.4
4529,Honda City 1.5,2014,56838,Petrol,16.8,1497,118.0,5.15
4530,Mercedes-Benz GL-Class 2007,2013,100000,Diesel,12.0,2987,224.0,32.0
4531,Honda City 1.5,2011,125000,Petrol,17.0,1497,118.0,3.25
4532,Maruti Wagon R,2017,17000,Petrol,22.5,998,67.0,3.95
4533,Tata Indigo eCS,2013,70000,Petrol,15.4,1193,65.0,1.5
4534,Hyundai i20 2015-2017,2010,50000,Petrol,17.0,1197,80.0,3.0
4535,Honda Jazz Active,2010,39800,Petrol,16.0,1198,90.0,1.99
4536,Maruti A-Star Lxi,2010,60000,Petrol,19.0,998,66.1,1.35
4537,BMW 3 Series,2009,58000,Diesel,16.07,1995,181.0,13.5
4538,Skoda Yeti Elegance,2010,110009,Diesel,17.67,1968,138.08,6.99
4539,Nissan Terrano XV,2013,85000,Diesel,19.01,1461,108.5,8.5
4540,Volkswagen Polo Diesel,2010,84000,Diesel,22.07,1199,73.9,2.89
4541,BMW 3 Series,2011,51000,Diesel,22.69,1995,190.0,10.5
4542,Nissan Sunny 2011-2014,2013,68880,Petrol,16.95,1498,97.7,3.97
4543,Maruti Alto K10,2017,5500,Petrol,24.07,998,67.1,4.25
4544,Maruti Ritz ZXI,2016,40052,Petrol,21.1,1197,85.8,6.17
4545,Audi Q5 30,2016,47293,Diesel,14.16,1968,174.3,38.72
4546,Hyundai Verna CRDi,2013,79663,Diesel,16.8,1493,110.0,6.5
4547,Honda Amaze S,2013,63000,Diesel,25.8,1498,98.6,4.25
4548,Honda City i,2014,45000,Diesel,26.0,1498,98.6,4.75
4549,Toyota Fortuner TRD,2014,56501,Diesel,12.9,2755,174.5,17.71
4550,Volkswagen Vento 1.5,2015,58000,Diesel,20.34,1498,103.2,5.85
4551,BMW 5 Series,2011,51602,Diesel,22.48,1995,190.0,17.27
4552,BMW 3 Series,2007,74199,Diesel,16.07,1995,181.0,9.25
4553,Hyundai Creta 1.6,2017,25000,Petrol,13.0,1591,121.3,12.75
4554,BMW 3 Series,2016,70000,Diesel,21.76,1995,190.0,27.0
4555,Mercedes-Benz New C-Class,2013,25000,Diesel,14.84,2143,167.62,21.0
4556,Maruti Swift Dzire,2017,22000,Diesel,26.59,1248,74.0,7.95
4557,Maruti Celerio ZXI,2015,47020,Petrol,23.1,998,67.04,4.5
4558,BMW 3 Series,2017,8000,Diesel,19.59,1995,187.74,33.75
4559,Audi Q7 4.2,2010,73000,Diesel,11.33,4134,335.2,17.51
4560,Honda Jazz V,2017,36973,Petrol,18.2,1199,88.7,6.8
4561,Tata Nano Cx,2014,42083,Petrol,25.4,624,37.48,1.68
4562,Maruti Alto 800,2016,61000,Petrol,24.7,796,47.3,2.9
4563,Maruti Wagon R,2014,43628,Petrol,22.5,998,67.04,3.16
4564,Hyundai Xcent 1.1,2014,60000,Diesel,24.4,1120,71.0,3.9
4565,Chevrolet Beat LT,2010,54000,Petrol,17.8,1199,76.8,1.95
4566,Jaguar XF 2.2,2015,27001,Diesel,16.36,2179,187.7,26.52
4567,Volkswagen Passat Diesel,2010,52000,Diesel,18.33,1968,167.7,9.0
4568,Hyundai i20 Asta,2012,80000,Diesel,21.27,1396,88.76,4.5
4569,Mitsubishi Pajero 2.8,2008,160000,Diesel,10.5,2835,107.2,8.75
4570,Maruti Vitara Brezza,2018,3300,Diesel,24.3,1248,88.5,11.5
4571,Maruti Alto K10,2016,35027,Petrol,24.07,998,67.1,3.0
4572,Hyundai EON Magna,2015,26568,Petrol,21.1,814,55.2,3.79
4573,Maruti Ciaz VDi,2015,59000,Diesel,28.09,1248,88.5,6.0
4574,Hyundai Creta 1.6,2016,51000,Diesel,19.67,1582,126.2,13.25
4575,Skoda Superb Ambition,2012,56400,Diesel,17.2,1968,138.1,8.0
4576,Volkswagen Polo 1.5,2015,80000,Diesel,20.14,1498,88.8,5.8
4577,BMW 5 Series,2012,72000,Diesel,18.48,1197,74.0,13.85
4578,Toyota Innova 2.5,2013,107000,Diesel,12.99,2494,100.6,13.5
4579,Mercedes-Benz E-Class 2009-2013,2014,100000,Diesel,14.21,2143,203.0,25.0
4580,Volkswagen Polo 1.5,2016,59998,Diesel,20.14,1498,88.8,5.49
4581,Audi Q3 2.0,2013,105000,Diesel,17.32,1968,150.0,19.0
4582,Hyundai i20 1.2,2011,36000,Petrol,18.5,1197,80.0,2.5
4583,Hyundai i10 Sportz,2015,24350,Petrol,19.81,1086,68.05,3.0
4584,Tata Tigor 1.05,2018,28973,Diesel,24.7,1047,69.0,6.64
4585,Hyundai EON Era,2017,8243,Petrol,21.1,814,55.2,3.21
4586,Hyundai Santro Xing,2009,136642,Petrol,17.92,1086,62.1,1.55
4587,Hyundai Santro Xing,2011,60000,Petrol,17.92,1086,62.1,2.59
4588,Mahindra Scorpio SLX,2008,100000,Diesel,12.7,2609,120.0,4.0
4589,Honda City i-VTEC,2010,48689,Petrol,17.4,1497,117.3,3.87
4590,Maruti Vitara Brezza,2017,45000,Diesel,24.3,1248,88.5,9.75
4591,Audi A4 35,2019,38163,Diesel,17.11,1968,174.33,32.91
4592,Mercedes-Benz E-Class 2009-2013,2011,43800,Diesel,14.21,2143,203.0,16.75
4593,Honda Civic 2006-2010,2007,92000,Petrol,13.5,1799,130.0,1.9
4594,Hyundai i20 Magna,2017,14064,Petrol,18.6,1197,81.83,6.59
4595,Audi Q3 35,2017,42366,Diesel,15.73,1968,174.33,31.93
4596,Honda City i,2014,76551,Diesel,25.1,1498,98.6,7.25
4597,Hyundai i10 Era,2008,72672,Petrol,19.81,1086,68.05,1.9
4598,Maruti Swift VDI,2015,45000,Diesel,25.2,1248,74.0,3.55
4599,Ford Endeavour 3.0L,2012,91696,Diesel,11.4,2953,153.86,9.25
4600,Ford Ikon 1.3,2009,66484,Petrol,13.8,1299,70.0,1.65
4601,BMW X1 sDrive,2019,15456,Diesel,20.68,1995,190.0,36.64
4602,Mercedes-Benz E-Class 2009-2013,2011,55000,Diesel,14.21,2143,203.0,16.0
4603,Maruti Eeco 5,2019,21112,CNG,15.1,1196,73.0,5.38
4604,Honda Jazz Select,2011,98000,Petrol,16.7,1197,74.0,3.15
4605,Honda Amaze S,2014,61297,Diesel,25.8,1498,98.6,4.35
4606,Maruti Zen LXi,2006,80000,Petrol,17.3,993,60.0,1.2
4607,Hyundai i20 Magna,2013,59000,Petrol,18.5,1197,80.0,4.1
4608,BMW X5 3.0d,2009,150000,Diesel,11.0,2993,235.0,18.75
4609,Hyundai Creta 1.6,2017,60083,Diesel,19.67,1582,126.2,13.78
4610,Maruti Swift Dzire,2016,85450,Diesel,26.59,1248,74.0,4.0
4611,Maruti Swift VDI,2013,88000,Diesel,22.9,1248,74.0,4.33
4612,Hyundai Grand i10,2015,81828,Diesel,24.0,1186,73.97,5.43
4613,Ford Figo Aspire,2016,18000,Petrol,18.16,1196,86.8,4.9
4614,BMW X5 X5,2017,15000,Diesel,15.97,2993,258.0,70.0
4615,Mercedes-Benz New C-Class,2016,34000,Diesel,11.78,2143,167.62,25.5
4616,Hyundai Grand i10,2015,46000,Petrol,18.9,1197,82.0,5.1
4617,Hyundai Verna 1.6,2013,48158,Diesel,22.32,1582,126.32,6.7
4618,BMW 5 Series,2013,93000,Diesel,16.73,2993,218.0,26.5
4619,Nissan Micra Diesel,2013,71007,Diesel,23.08,1461,63.1,3.9
4620,Maruti SX4 ZXI,2010,63067,Petrol,15.5,1586,103.3,2.7
4621,Tata Manza Aura,2011,70259,Diesel,21.12,1248,88.8,2.95
4622,Audi A4 2.0,2015,13000,Diesel,16.55,1968,140.0,23.0
4623,Maruti Swift Ldi,2009,140000,Diesel,17.8,1248,75.0,2.49
4624,Maruti Swift LDI,2015,130000,Diesel,25.2,1248,74.0,4.5
4625,Toyota Corolla Altis,2011,89401,Diesel,21.43,1364,87.2,4.5
4626,Honda Jazz 1.5,2015,67000,Diesel,27.3,1498,98.6,6.9
4627,BMW 6 Series,2010,65329,Petrol,7.94,4395,450.0,20.72
4628,Skoda Fabia 1.2,2010,72000,Petrol,16.25,1198,73.9,2.21
4629,Fiat Siena 1.2,2001,70000,Petrol,0.0,1242,74.0,0.55
4630,Land Rover Freelander,2011,82000,Diesel,12.35,2179,187.74,13.9
4631,Ford Fiesta 1.6,2010,85000,Petrol,15.3,1596,101.0,1.46
4632,Hyundai Verna SX,2012,83000,Diesel,19.08,1582,126.32,6.0
4633,Renault KWID 1.0,2016,26000,Petrol,21.7,999,67.0,3.0
4634,Tata Indica Vista,2012,27000,Diesel,22.3,1248,88.8,3.5
4635,Hyundai i20 Active,2018,37746,Diesel,21.19,1396,88.73,7.59
4636,Maruti SX4 Zxi,2009,63274,Petrol,15.0,1586,104.68,1.99
4637,Renault KWID RXT,2016,25000,Petrol,25.17,799,53.3,3.8
4638,Mahindra Xylo E4,2013,197000,Diesel,11.68,2498,112.0,4.0
4639,Hyundai EON D,2013,45010,Petrol,21.1,814,55.2,2.95
4640,Honda Amaze VX,2013,75348,Diesel,25.8,1498,98.6,3.75
4641,Volkswagen Polo Diesel,2010,90110,Diesel,22.07,1199,73.9,2.5
4642,Honda City 1.5,2011,102013,Petrol,17.0,1497,118.0,3.75
4643,Toyota Fortuner 4x2,2015,36000,Diesel,12.55,2982,168.5,22.0
4644,Honda Amaze E,2017,37578,Petrol,18.0,1198,86.7,6.14
4645,BMW 1 Series,2015,46001,Diesel,20.58,1995,143.0,16.0
4646,Maruti Celerio VXI,2014,46559,Petrol,23.1,998,67.04,3.75
4647,Toyota Innova 2.5,2015,48000,Diesel,12.99,2494,100.6,11.75
4648,Jaguar XF 2.2,2013,46000,Diesel,16.36,2179,187.7,24.0
4649,Honda WRV i-VTEC,2017,15000,Petrol,17.5,1199,88.7,8.9
4650,BMW X1 sDrive20d,2012,85000,Diesel,17.05,1995,184.0,10.0
4651,Skoda Rapid 1.6,2014,32000,Petrol,14.3,1598,103.5,5.55
4652,Volkswagen Vento 1.6,2012,60818,Petrol,16.09,1598,103.5,3.59
4653,Ford EcoSport 1.5,2019,35188,Diesel,22.77,1498,98.59,11.13
4654,Mahindra XUV500 W6,2012,110000,Diesel,15.1,2179,140.0,7.2
4655,Ford Fiesta Classic,2014,61000,Diesel,18.6,1388,67.0,2.98
4656,Hyundai Santro Xing,2010,75000,Petrol,17.92,1086,62.1,1.7
4657,Mercedes-Benz GL-Class 2007,2015,55000,Diesel,12.0,2987,224.0,52.0
4658,Maruti Alto LXi,2003,69966,Petrol,19.7,796,46.3,0.95
4659,Honda City i,2016,42000,Petrol,17.8,1497,117.3,9.25
4660,Hyundai Santa Fe,2014,48000,Diesel,13.01,2199,194.3,16.25
4661,Mercedes-Benz GLA Class,2015,35000,Diesel,17.9,2143,136.0,20.99
4662,Toyota Innova 2.5,2005,128000,Diesel,12.8,2494,102.0,4.25
4663,BMW 3 Series,2008,78000,Diesel,16.07,1995,181.0,7.2
4664,Maruti Swift ZXI,2011,53080,Petrol,18.6,1197,85.8,4.4
4665,Volkswagen Vento Petrol,2011,66000,Petrol,15.04,1598,103.6,4.25
4666,Maruti Ertiga VXI,2012,25000,Petrol,16.02,1373,93.7,5.35
4667,Hyundai Grand i10,2016,36139,Petrol,18.9,1197,82.0,6.3
4668,Hyundai Creta 1.6,2017,44000,Diesel,19.67,1582,126.2,12.5
4669,Audi A6 3.0,2008,50000,Diesel,16.77,2967,241.38,7.5
4670,Mahindra XUV500 W8,2016,81177,Diesel,16.0,1997,140.0,11.25
4671,Ford EcoSport 1.5,2016,26000,Petrol,16.05,1499,110.4,7.65
4672,Hyundai Xcent 1.1,2016,100000,Diesel,24.4,1120,71.0,4.5
4673,Volkswagen Vento 1.5,2014,75000,Diesel,21.21,1498,103.2,7.5
4674,Mercedes-Benz S-Class 280,2004,119859,Petrol,13.0,2987,210.0,7.1
4675,Hyundai i10 Magna,2010,55980,Petrol,20.36,1197,78.9,2.25
4676,Audi A4 35,2015,30000,Diesel,17.11,1968,174.33,27.0
4677,Hyundai i20 Sportz,2012,49700,Diesel,21.9,1396,88.76,4.18
4678,Hyundai Verna 1.4,2013,79000,Diesel,23.5,1396,88.7,6.5
4679,Honda City 1.5,2010,65100,Petrol,17.0,1497,118.0,3.15
4680,Maruti Ertiga VDI,2016,54161,Diesel,25.47,1248,88.5,7.64
4681,Maruti Alto LXi,2011,28619,Petrol,19.7,796,46.3,2.4
4682,Maruti Wagon R,2016,9000,Petrol,20.51,998,67.0,4.25
4683,Hyundai Verna 1.6,2016,42876,Diesel,19.08,1582,126.2,9.31
4684,Maruti Alto LXi,2011,64000,Petrol,19.7,796,46.3,2.39
4685,Volkswagen Vento 1.6,2018,20488,Petrol,16.09,1598,103.5,7.64
4686,Maruti Baleno Zeta,2016,21000,Petrol,21.4,1197,83.1,6.21
4687,Land Rover Freelander,2012,119203,Diesel,0.0,2179,115.0,16.5
4688,Honda CR-V 2.0L,2011,55987,Petrol,13.7,1997,153.86,8.22
4689,Toyota Fortuner 2.8,2017,72668,Diesel,14.24,2755,174.5,28.85
4690,Honda City V,2015,32000,Petrol,15.6,1497,116.3,8.5
4691,Mercedes-Benz SLK-Class 55,2014,3000,Petrol,12.0,5461,421.0,90.0
4692,Honda City i-VTEC,2015,10400,Petrol,17.4,1497,117.3,6.51
4693,Maruti Swift VDI,2013,35000,Diesel,22.9,1248,74.0,4.65
4694,Toyota Corolla Altis,2013,55101,Petrol,14.53,1794,138.1,8.4
4695,Toyota Etios Cross,2014,57464,Diesel,23.59,1364,67.06,5.75
4696,Maruti Wagon R,2006,110000,Petrol,18.9,998,67.1,1.11
4697,Fiat Punto 1.2,2017,17941,Petrol,15.7,1197,74.0,3.93
4698,Mercedes-Benz E-Class 2015-2017,2014,72000,Petrol,12.0,1991,184.0,17.25
4699,Jaguar XF Aero,2012,16000,Diesel,16.36,2179,187.7,32.0
4700,Hyundai i20 Sportz,2011,62020,Petrol,17.0,1197,80.0,3.45
4701,Land Rover Freelander,2014,85000,Diesel,12.39,2179,147.51,23.0
4702,Hyundai Elite i20,2018,14223,Petrol,18.6,1197,81.86,7.32
4703,Honda Amaze S,2014,41210,Petrol,18.0,1198,86.7,4.4
4704,Mercedes-Benz M-Class ML,2015,20000,Diesel,0.0,2987,165.0,47.35
4705,Maruti Alto 800,2016,18043,Petrol,22.74,796,47.3,4.12
4706,Toyota Innova Crysta,2016,80000,Diesel,11.36,2755,171.5,19.5
4707,Hyundai Grand i10,2016,21000,Petrol,18.9,1197,82.0,6.2
4708,BMW X3 xDrive30d,2016,49000,Diesel,16.55,2993,258.0,45.0
4709,Maruti 1000 AC,1998,104000,Petrol,15.0,970,74.0,0.85
4710,Hyundai i20 Magna,2010,95000,Petrol,18.5,1197,80.0,2.8
4711,Hyundai Grand i10,2015,32000,Petrol,18.9,1197,82.0,4.8
4712,Hyundai Santro Xing,2003,80000,Petrol,17.0,1197,74.0,0.9
4713,Ford Fiesta 1.5,2014,122800,Diesel,25.01,1498,89.75,5.65
4714,Mercedes-Benz E-Class 220,2011,78000,Diesel,15.0,2148,74.0,14.5
4715,Maruti Swift Dzire,2015,69000,Diesel,26.59,1248,74.0,5.9
4716,Toyota Etios VXD,2015,65000,Diesel,23.59,1364,67.04,5.0
4717,Hyundai Xcent 1.2,2015,23000,Petrol,19.1,1197,82.0,4.9
4718,Honda Civic 2006-2010,2009,70000,Petrol,13.5,1799,130.0,4.25
4719,Toyota Innova 2.5,2014,250000,Diesel,12.99,2494,100.6,10.9
4720,Hyundai Accent GLE,2012,56000,Petrol,13.2,1495,94.0,2.45
4721,Maruti Alto 800,2013,30000,Petrol,22.74,796,47.3,2.5
4722,Mercedes-Benz SL-Class SL,2010,35000,Petrol,8.1,5461,387.3,29.5
4723,Ford Ecosport 1.5,2013,92250,Diesel,22.7,1498,89.84,5.75
4724,Hyundai Xcent 1.2,2018,40000,Petrol,20.14,1197,81.86,5.0
4725,Skoda Rapid 1.6,2014,96848,Petrol,14.3,1598,103.6,4.62
4726,Audi Q3 2012-2015,2016,42000,Diesel,15.73,1968,174.33,23.5
4727,Mahindra XUV500 W8,2013,55886,Diesel,16.0,2179,140.0,7.25
4728,Hyundai Verna VTVT,2019,12336,Petrol,17.0,1591,121.3,11.88
4729,Hyundai Verna Xi,2009,60000,Petrol,13.9,1599,103.2,2.25
4730,Ford Ikon 1.6,2003,83000,Petrol,14.2,1597,92.0,0.85
4731,Nissan Micra Active,2018,24000,Petrol,19.69,1198,67.04,4.0
4732,Honda Brio VX,2016,32198,Petrol,16.5,1198,86.8,5.1
4733,Toyota Innova 2.5,2014,92247,Diesel,12.99,2494,100.6,12.5
4734,Volkswagen Vento 1.5,2011,121311,Diesel,20.64,1498,108.5,2.9
4735,Mahindra XUV500 W10,2016,66296,Diesel,16.0,2179,140.0,15.96
4736,Hyundai Xcent 1.2,2015,41000,Petrol,16.9,1197,82.0,5.45
4737,Ford Endeavour 2.2,2017,38681,Diesel,13.5,2198,157.7,23.86
4738,Chevrolet Spark 1.0,2008,43761,Petrol,18.0,995,62.0,1.75
4739,Maruti Ertiga SHVS,2017,17400,Diesel,24.52,1248,88.5,9.75
4740,Honda Amaze S,2013,61510,Diesel,25.8,1498,98.6,4.75
4741,Honda City i,2014,60000,Petrol,17.4,1497,117.3,6.25
4742,Mini Cooper Countryman,2014,35165,Diesel,23.8,1998,112.0,22.0
4743,Toyota Corolla Altis,2016,41617,Petrol,14.53,1794,138.1,14.14
4744,Hyundai Santro Xing,2005,45000,Petrol,17.0,1086,74.0,0.95
4745,Skoda Superb Elegance,2014,65000,Petrol,13.7,1798,157.75,11.95
4746,Maruti Wagon R,2011,68000,Petrol,18.9,998,67.1,2.5
4747,Hyundai i10 Era,2013,49000,Petrol,19.81,1086,68.05,2.75
4748,Tata Tiago 1.2,2019,16698,Petrol,23.84,1199,84.0,5.85
4749,Maruti Baleno Zeta,2016,30965,Petrol,21.4,1197,83.1,6.25
4750,Volkswagen Vento 1.6,2014,56058,Petrol,15.04,1598,103.2,4.95
4751,Hyundai Grand i10,2017,15356,Petrol,18.9,1197,81.86,4.75
4752,Ford Figo Diesel,2013,54000,Diesel,20.0,1399,68.05,2.55
4753,Honda Civic 2010-2013,2011,47000,Petrol,13.9,1799,130.3,4.5
4754,Maruti Alto 800,2015,21652,Petrol,22.74,796,47.3,3.01
4755,Land Rover Range,2016,52000,Diesel,15.68,1999,177.0,42.0
4756,Audi A6 2.7,2010,35010,Diesel,12.4,2698,179.5,11.5
4757,Mercedes-Benz E-Class 280,2006,76662,Diesel,11.0,2987,198.5,10.99
4758,Honda City 1.5,2009,89000,Petrol,17.0,1497,118.0,3.71
4759,Honda CR-V 2.4,2006,80000,Petrol,10.1,2354,152.0,2.0
4760,Maruti Ciaz 1.3,2018,39023,Diesel,28.09,1248,88.5,9.48
4761,Maruti Wagon R,2004,62000,Petrol,18.9,998,67.1,1.25
4762,Hyundai Creta 1.6,2015,78046,Diesel,19.67,1582,126.2,10.9
4763,Maruti Ciaz VDi,2015,34400,Diesel,28.09,1248,88.5,5.5
4764,Hyundai EON D,2016,64624,Petrol,21.1,814,55.2,3.71
4765,Maruti Ertiga VXI,2014,69192,Petrol,16.02,1373,93.7,6.25
4766,Volkswagen Vento Diesel,2012,55000,Diesel,20.54,1598,103.6,4.9
4767,Honda City 1.5,2005,81000,Petrol,12.8,1493,100.0,1.1
4768,Volkswagen Polo Petrol,2016,36733,Petrol,16.47,1198,73.9,4.72
4769,Maruti Alto 800,2017,24310,CNG,33.44,796,40.3,3.7
4770,Mercedes-Benz GLA Class,2016,43022,Diesel,17.9,2143,136.0,24.85
4771,Hyundai Santa Fe,2013,74000,Diesel,14.66,2199,194.3,12.25
4772,Maruti Swift VDI,2014,47000,Diesel,22.9,1248,74.0,3.9
4773,Hyundai Elite i20,2017,37460,Petrol,18.6,1197,81.86,6.28
4774,Mahindra Xylo E8,2011,130000,Diesel,14.0,2498,112.0,2.75
4775,Hyundai Grand i10,2017,31576,Petrol,18.9,1197,82.0,7.85
4776,Volkswagen Vento Petrol,2011,66000,Petrol,15.04,1598,103.6,2.95
4777,Honda Accord 2.4,2008,79000,Petrol,11.7,2354,177.6,4.85
4778,Mercedes-Benz S-Class S,2011,47140,Diesel,13.5,2925,281.61,30.0
4779,Mercedes-Benz B Class,2016,36610,Diesel,15.0,2143,107.3,19.9
4780,Hyundai Creta 1.6,2016,93000,Diesel,20.5,1582,126.2,10.8
4781,Maruti Alto LXI,2007,52195,Petrol,19.7,796,46.3,1.75
4782,Audi A3 35,2016,20003,Diesel,20.38,1968,143.0,19.25
4783,Renault Duster 85PS,2013,66314,Diesel,19.87,1461,83.8,5.5
4784,Ford Fiesta 1.4,2009,76000,Diesel,17.8,1399,68.0,2.75
4785,Hyundai Creta 1.6,2015,29000,Diesel,19.67,1582,126.2,13.0
4786,Ford Figo Diesel,2011,30000,Diesel,20.0,1399,68.0,3.2
4787,Volkswagen Polo Petrol,2013,56526,Petrol,15.26,1598,103.5,5.84
4788,Volvo V40 D3,2015,38000,Diesel,16.8,1969,150.0,24.0
4789,Hyundai Verna SX,2012,41000,Diesel,19.08,1582,126.32,6.25
4790,BMW 7 Series,2009,53000,Diesel,14.49,2993,258.0,36.0
4791,Mitsubishi Lancer GLXD,2003,125000,Diesel,14.8,1998,68.0,3.0
4792,Toyota Fortuner 3.0,2010,242000,Diesel,11.5,2982,171.0,11.0
4793,Maruti Ciaz VDi,2015,90000,Diesel,26.21,1248,88.5,6.5
4794,Maruti Vitara Brezza,2018,11000,Diesel,24.3,1248,88.5,9.4
4795,BMW 3 Series,2018,21936,Diesel,21.76,1995,190.0,37.92
4796,Volkswagen Vento Petrol,2013,41000,Petrol,14.4,1598,103.6,5.25
4797,Hyundai i20 1.2,2011,47000,Petrol,17.0,1197,80.0,4.5
4798,BMW X5 3.0d,2009,110000,Diesel,11.0,2993,235.0,18.0
4799,Hyundai Xcent 1.2,2015,45960,Petrol,19.1,1197,82.0,5.56
4800,Mercedes-Benz E-Class 2009-2013,2013,48000,Diesel,14.21,2143,203.0,22.0
4801,Land Rover Freelander,2011,68000,Diesel,12.39,2179,147.51,22.0
4802,Hyundai i10 Magna,2011,41000,Petrol,20.36,1197,78.9,2.65
4803,Hyundai Verna 1.6,2013,69573,Diesel,22.32,1582,126.32,5.85
4804,Volkswagen Jetta 2012-2014,2012,115000,Diesel,19.33,1968,138.1,6.95
4805,Mahindra XUV500 W8,2012,47629,Diesel,15.1,2179,140.0,6.5
4806,Maruti Omni 8,2004,66624,Petrol,19.7,796,35.0,0.85
4807,Skoda Superb Style,2013,80000,Petrol,14.67,1798,177.46,7.25
4808,Maruti Swift VDI,2012,94868,Diesel,22.9,1248,74.0,4.5
4809,Mahindra Scorpio 2.6,2010,76477,Diesel,10.5,2179,120.0,4.25
4810,Mercedes-Benz GLA Class,2016,28000,Petrol,13.7,1991,183.0,26.0
